player,salary,season,season_end,season_start,team
Brian Skinner,1483461,2001-02,2002,2001,Cleveland Cavaliers
Brian Skinner,637435,2002-03,2003,2002,Philadelphia 76ers
Brian Skinner,1500000,2003-04,2004,2003,Milwaukee Bucks
Brian Skinner,4500000,2004-05,2005,2004,Philadelphia 76ers
Brian Skinner,4950000,2005-06,2006,2005,Sacramento Kings
Brian Skinner,5400000,2006-07,2007,2006,Milwaukee Bucks
Brian Skinner,1108718,2007-08,2008,2007,Phoenix Suns
Brian Skinner,1262275,2008-09,2009,2008,Los Angeles Clippers
Brian Skinner,1306455,2009-10,2010,2009,Los Angeles Clippers
Brian Skinner,270436,2010-11,2011,2010,Milwaukee Bucks
Brian Skinner,65446,2011-12,2012,2011,Memphis Grizzlies
Reggie Slater,150000,1994-95,1995,1994,Denver Nuggets
Reggie Slater,350000,1997-98,1998,1997,Toronto Raptors
Reggie Slater,400000,1998-99,1999,1998,Toronto Raptors
Reggie Slater,673500,2000-01,2001,2000,Minnesota Timberwolves
Reggie Slater,523793,2001-02,2002,2001,Atlanta Hawks
Reggie Slater,122218,2001-02,2002,2001,New Jersey Nets
Reggie Slater,321926,2002-03,2003,2002,Minnesota Timberwolves
Tamar Slay,349458,2002-03,2003,2002,New Jersey Nets
Tamar Slay,563679,2003-04,2004,2003,New Jersey Nets
Tamar Slay,695046,2004-05,2005,2004,Charlotte Bobcats
Donald Sloan,122237,2011-12,2012,2011,Atlanta Hawks
Donald Sloan,76392,2011-12,2012,2011,New Orleans Hornets
Donald Sloan,251076,2012-13,2013,2012,Cleveland Cavaliers
Donald Sloan,44835,2012-13,2013,2012,New Orleans Hornets
Donald Sloan,884293,2013-14,2014,2013,Indiana Pacers
Donald Sloan,948163,2014-15,2015,2014,Indiana Pacers
Donald Sloan,1015421,2015-16,2016,2015,Brooklyn Nets
Uros Slokar,412718,2006-07,2007,2006,Toronto Raptors
Marcus Smart,3283320,2014-15,2015,2014,Boston Celtics
Marcus Smart,3431040,2015-16,2016,2015,Boston Celtics
Marcus Smart,3578880,2016-17,2017,2016,Boston Celtics
Marcus Smart,4538020,2017-18,2018,2017,Boston Celtics
Charles Smith,1000000,1988-89,1989,1988,Los Angeles Clippers
Charles Smith,1000000,1990-91,1991,1990,Los Angeles Clippers
Charles Smith,1050000,1991-92,1992,1991,Los Angeles Clippers
Charles Smith,1250000,1992-93,1993,1992,New York Knicks
Charles Smith,2557000,1993-94,1994,1993,New York Knicks
Charles Smith,2857000,1994-95,1995,1994,New York Knicks
Charles Smith,3357000,1995-96,1996,1995,New York Knicks
Charles Smith,3557000,1996-97,1997,1996,San Antonio Spurs
Charles Smith,3957143,1997-98,1998,1997,San Antonio Spurs
Charles Smith,4375143,1998-99,1999,1998,San Antonio Spurs
Charles Smith,225000,1995-96,1996,1995,Minnesota Timberwolves
Charles Smith,619200,1997-98,1998,1997,Miami Heat
Charles Smith,677080,1998-99,1999,1998,Los Angeles Clippers
Charles Smith,779960,1999-00,2000,1999,Los Angeles Clippers
Charles Smith,540850,2001-02,2002,2001,San Antonio Spurs
Charles Smith,637435,2002-03,2003,2002,Portland Trail Blazers
Charles Smith,771123,2005-06,2006,2005,Portland Trail Blazers
Chris Smith,200000,1992-93,1993,1992,Minnesota Timberwolves
Chris Smith,270000,1993-94,1994,1993,Minnesota Timberwolves
Chris Smith,355000,1994-95,1995,1994,Minnesota Timberwolves
Craig Smith,412718,2006-07,2007,2006,Minnesota Timberwolves
Craig Smith,687456,2007-08,2008,2007,Minnesota Timberwolves
Craig Smith,2500000,2008-09,2009,2008,Minnesota Timberwolves
Craig Smith,2500000,2009-10,2010,2009,Los Angeles Clippers
Craig Smith,2300000,2010-11,2011,2010,Los Angeles Clippers
Craig Smith,992680,2011-12,2012,2011,Portland Trail Blazers
Dennis Smith Jr.,3218280,2017-18,2018,2017,Dallas Mavericks
Derek Smith,400000,1984-85,1985,1984,Los Angeles Clippers
Derek Smith,375000,1985-86,1986,1985,Los Angeles Clippers
Derek Smith,900000,1987-88,1988,1987,Sacramento Kings
Derek Smith,925000,1988-89,1989,1988,Sacramento Kings
Derek Smith,315000,1990-91,1991,1990,Boston Celtics
Donta Smith,425000,2004-05,2005,2004,Atlanta Hawks
Donta Smith,641748,2005-06,2006,2005,Atlanta Hawks
Doug Smith,1500000,1991-92,1992,1991,Dallas Mavericks
Doug Smith,1845000,1992-93,1993,1992,Dallas Mavericks
Doug Smith,1650000,1993-94,1994,1993,Dallas Mavericks
Doug Smith,1950000,1994-95,1995,1994,Dallas Mavericks
Doug Smith,450000,1995-96,1996,1995,Boston Celtics
Greg Smith,301733,2011-12,2012,2011,Houston Rockets
Greg Smith,762195,2012-13,2013,2012,Houston Rockets
Greg Smith,884293,2013-14,2014,2013,Houston Rockets
Greg Smith,948163,2014-15,2015,2014,Dallas Mavericks
Greg Smith,247623,2015-16,2016,2015,Minnesota Timberwolves
Ish Smith,473604,2010-11,2011,2010,Memphis Grizzlies
Ish Smith,522486,2011-12,2012,2011,Orlando Magic
Ish Smith,116768,2011-12,2012,2011,Golden State Warriors
Ish Smith,854389,2012-13,2013,2012,Milwaukee Bucks
Ish Smith,951463,2013-14,2014,2013,Milwaukee Bucks
Ish Smith,981084,2014-15,2015,2014,Philadelphia 76ers
Ish Smith,981084,2014-15,2015,2014,Houston Rockets
Ish Smith,1100602,2015-16,2016,2015,Philadelphia 76ers
Ish Smith,6000000,2016-17,2017,2016,Detroit Pistons
Ish Smith,6000000,2017-18,2018,2017,Detroit Pistons
J.R. Smith,1206600,2004-05,2005,2004,New Orleans Hornets
J.R. Smith,1297080,2005-06,2006,2005,New Orleans/Oklahoma City Hornets
J.R. Smith,1387560,2006-07,2007,2006,Denver Nuggets
J.R. Smith,2134067,2007-08,2008,2007,Denver Nuggets
J.R. Smith,4985001,2008-09,2009,2008,Denver Nuggets
J.R. Smith,5508426,2009-10,2010,2009,Denver Nuggets
J.R. Smith,6757851,2010-11,2011,2010,Denver Nuggets
J.R. Smith,2382353,2011-12,2012,2011,New York Knicks
J.R. Smith,2806452,2012-13,2013,2012,New York Knicks
J.R. Smith,5565000,2013-14,2014,2013,New York Knicks
J.R. Smith,6516000,2014-15,2015,2014,Cleveland Cavaliers
J.R. Smith,5000000,2015-16,2016,2015,Cleveland Cavaliers
J.R. Smith,12800000,2016-17,2017,2016,Cleveland Cavaliers
J.R. Smith,13760000,2017-18,2018,2017,Cleveland Cavaliers
Jabari Smith,316969,2000-01,2001,2000,Sacramento Kings
Jabari Smith,465850,2001-02,2002,2001,Sacramento Kings
Jabari Smith,638679,2003-04,2004,2003,Sacramento Kings
Jabari Smith,720046,2004-05,2005,2004,New Jersey Nets
Jason Smith,1233840,2007-08,2008,2007,Philadelphia 76ers
Jason Smith,1326360,2008-09,2009,2008,Philadelphia 76ers
Jason Smith,1418880,2009-10,2010,2009,Philadelphia 76ers
Jason Smith,2187913,2010-11,2011,2010,New Orleans Hornets
Jason Smith,2500000,2011-12,2012,2011,New Orleans Hornets
Jason Smith,2500000,2012-13,2013,2012,New Orleans Hornets
Jason Smith,2500000,2013-14,2014,2013,New Orleans Pelicans
Jason Smith,3278000,2014-15,2015,2014,New York Knicks
Jason Smith,4300000,2015-16,2016,2015,Orlando Magic
Jason Smith,5000000,2016-17,2017,2016,Washington Wizards
Jason Smith,5225000,2017-18,2018,2017,Washington Wizards
Joe Smith,2473000,1995-96,1996,1995,Golden State Warriors
Joe Smith,2794000,1996-97,1997,1996,Golden State Warriors
Joe Smith,3165160,1997-98,1998,1997,Golden State Warriors
Joe Smith,1750000,1998-99,1999,1998,Minnesota Timberwolves
Joe Smith,2100000,1999-00,2000,1999,Minnesota Timberwolves
Joe Smith,2250000,2000-01,2001,2000,Detroit Pistons
Joe Smith,4538000,2001-02,2002,2001,Minnesota Timberwolves
Joe Smith,4991800,2002-03,2003,2002,Minnesota Timberwolves
Joe Smith,5445600,2003-04,2004,2003,Milwaukee Bucks
Joe Smith,5899400,2004-05,2005,2004,Milwaukee Bucks
Joe Smith,6353200,2005-06,2006,2005,Milwaukee Bucks
Joe Smith,6807000,2006-07,2007,2006,Philadelphia 76ers
Joe Smith,5200000,2007-08,2008,2007,Cleveland Cavaliers
Joe Smith,4795000,2008-09,2009,2008,Oklahoma City Thunder
Joe Smith,1306455,2009-10,2010,2009,Atlanta Hawks
Joe Smith,1352181,2010-11,2011,2010,Los Angeles Lakers
Josh Smith,1270080,2004-05,2005,2004,Atlanta Hawks
Josh Smith,1365360,2005-06,2006,2005,Atlanta Hawks
Josh Smith,1460640,2006-07,2007,2006,Atlanta Hawks
Josh Smith,2243543,2007-08,2008,2007,Atlanta Hawks
Josh Smith,10000000,2008-09,2009,2008,Atlanta Hawks
Josh Smith,10800000,2009-10,2010,2009,Atlanta Hawks
Josh Smith,11600000,2010-11,2011,2010,Atlanta Hawks
Josh Smith,12400000,2011-12,2012,2011,Atlanta Hawks
Josh Smith,13200000,2012-13,2013,2012,Atlanta Hawks
Josh Smith,13500000,2013-14,2014,2013,Detroit Pistons
Josh Smith,14000000,2014-15,2015,2014,Detroit Pistons
Josh Smith,2077000,2014-15,2015,2014,Houston Rockets
Josh Smith,5400000,2015-16,2016,2015,Detroit Pistons
Josh Smith,1499000,2015-16,2016,2015,Houston Rockets
Josh Smith,5400000,2016-17,2017,2016,Detroit Pistons
Josh Smith,5331729,2017-18,2018,2017,Detroit Pistons
Josh Smith,210500,2017-18,2018,2017,New Orleans Pelicans
Kenny Smith,600000,1987-88,1988,1987,Sacramento Kings
Kenny Smith,600000,1988-89,1989,1988,Sacramento Kings
Kenny Smith,700000,1990-91,1991,1990,Houston Rockets
Kenny Smith,1633000,1991-92,1992,1991,Houston Rockets
Kenny Smith,1983000,1992-93,1993,1992,Houston Rockets
Kenny Smith,2150000,1993-94,1994,1993,Houston Rockets
Kenny Smith,2633000,1994-95,1995,1994,Houston Rockets
Kenny Smith,2683000,1995-96,1996,1995,Houston Rockets
Kenny Smith,190100,1996-97,1997,1996,Orlando Magic
LaBradford Smith,620000,1991-92,1992,1991,Washington Bullets
LaBradford Smith,760000,1992-93,1993,1992,Washington Bullets
LaBradford Smith,940000,1993-94,1994,1993,Washington Bullets
Larry Smith,300000,1984-85,1985,1984,Golden State Warriors
Larry Smith,525000,1985-86,1986,1985,Golden State Warriors
Larry Smith,600000,1987-88,1988,1987,Golden State Warriors
Larry Smith,625000,1988-89,1989,1988,Golden State Warriors
Larry Smith,800000,1990-91,1991,1990,Houston Rockets
Larry Smith,997000,1991-92,1992,1991,Houston Rockets
Larry Smith,500000,1992-93,1993,1992,San Antonio Spurs
Leon Smith,449920,1999-00,2000,1999,Dallas Mavericks
Leon Smith,483680,2000-01,2001,2000,Dallas Mavericks
Leon Smith,517360,2001-02,2002,2001,Dallas Mavericks
Michael Smith,525000,1990-91,1991,1990,Boston Celtics
Michael Smith,625000,1991-92,1992,1991,Boston Celtics
Michael Smith,650000,1992-93,1993,1992,Boston Celtics
Michael Smith,150000,1994-95,1995,1994,Sacramento Kings
Michael Smith,1340000,1995-96,1996,1995,Sacramento Kings
Michael Smith,1570000,1996-97,1997,1996,Sacramento Kings
Michael Smith,1920000,1997-98,1998,1997,Sacramento Kings
Michael Smith,2180000,1998-99,1999,1998,Vancouver Grizzlies
Michael Smith,2000000,1999-00,2000,1999,Washington Wizards
Michael Smith,1660000,1999-00,2000,1999,Orlando Magic
Michael Smith,2200000,2000-01,2001,2000,Washington Wizards
Michael Smith,2400000,2001-02,2002,2001,Washington Wizards
Mike Smith,316969,2000-01,2001,2000,Washington Wizards
Nolan Smith,1306920,2011-12,2012,2011,Portland Trail Blazers
Nolan Smith,1404960,2012-13,2013,2012,Portland Trail Blazers
Otis Smith,95000,1987-88,1988,1987,Golden State Warriors
Otis Smith,225000,1988-89,1989,1988,Golden State Warriors
Otis Smith,450000,1990-91,1991,1990,Orlando Magic
Otis Smith,525000,1991-92,1992,1991,Orlando Magic
Reggie Smith,275000,1992-93,1993,1992,Portland Trail Blazers
Reggie Smith,358000,1993-94,1994,1993,Portland Trail Blazers
Russ Smith,816482,2014-15,2015,2014,Memphis Grizzlies
Russ Smith,816482,2015-16,2016,2015,Memphis Grizzlies
Steve Smith,2250000,1991-92,1992,1991,Miami Heat
Steve Smith,2252000,1992-93,1993,1992,Miami Heat
Steve Smith,2252000,1993-94,1994,1993,Miami Heat
Steve Smith,1935900,1994-95,1995,1994,Atlanta Hawks
Steve Smith,2568000,1995-96,1996,1995,Atlanta Hawks
Steve Smith,4500000,1996-97,1997,1996,Atlanta Hawks
Steve Smith,5400000,1997-98,1998,1997,Atlanta Hawks
Steve Smith,6300000,1998-99,1999,1998,Atlanta Hawks
Steve Smith,7200000,1999-00,2000,1999,Portland Trail Blazers
Steve Smith,8100000,2000-01,2001,2000,Portland Trail Blazers
Steve Smith,9000000,2001-02,2002,2001,San Antonio Spurs
Steve Smith,9900000,2002-03,2003,2002,San Antonio Spurs
Steve Smith,1070000,2003-04,2004,2003,New Orleans Hornets
Steve Smith,1100000,2004-05,2005,2004,Charlotte Bobcats
Steven Smith,161061,2006-07,2007,2006,Philadelphia 76ers
Theron Smith,366931,2003-04,2004,2003,Memphis Grizzlies
Theron Smith,620046,2004-05,2005,2004,Charlotte Bobcats
Tony Smith,120000,1990-91,1991,1990,Los Angeles Lakers
Tony Smith,400000,1991-92,1992,1991,Los Angeles Lakers
Tony Smith,450000,1992-93,1993,1992,Los Angeles Lakers
Tony Smith,800000,1993-94,1994,1993,Los Angeles Lakers
Tony Smith,1050000,1994-95,1995,1994,Los Angeles Lakers
Tony Smith,500000,1995-96,1996,1995,Phoenix Suns
Tony Smith,247500,1996-97,1997,1996,Charlotte Hornets
Rik Smits,800000,1988-89,1989,1988,Indiana Pacers
Rik Smits,1350000,1990-91,1991,1990,Indiana Pacers
Rik Smits,1350000,1991-92,1992,1991,Indiana Pacers
Rik Smits,2000000,1992-93,1993,1992,Indiana Pacers
Rik Smits,2500000,1993-94,1994,1993,Indiana Pacers
Rik Smits,3250000,1994-95,1995,1994,Indiana Pacers
Rik Smits,3750000,1995-96,1996,1995,Indiana Pacers
Rik Smits,4000000,1996-97,1997,1996,Indiana Pacers
Rik Smits,4000000,1997-98,1998,1997,Indiana Pacers
Rik Smits,8500000,1998-99,1999,1998,Indiana Pacers
Rik Smits,12250000,1999-00,2000,1999,Indiana Pacers
Mike Smrek,135000,1985-86,1986,1985,Chicago Bulls
Mike Smrek,200000,1987-88,1988,1987,Los Angeles Lakers
Mike Smrek,175000,1988-89,1989,1988,San Antonio Spurs
Mike Smrek,325000,1990-91,1991,1990,Los Angeles Clippers
Tony Snell,1409040,2013-14,2014,2013,Chicago Bulls
Tony Snell,1472400,2014-15,2015,2014,Chicago Bulls
Tony Snell,1535880,2015-16,2016,2015,Chicago Bulls
Tony Snell,2368327,2016-17,2017,2016,Milwaukee Bucks
Tony Snell,9821429,2017-18,2018,2017,Milwaukee Bucks
Eric Snow,200000,1995-96,1996,1995,Seattle SuperSonics
Eric Snow,247500,1996-97,1997,1996,Seattle SuperSonics
Eric Snow,706300,1997-98,1998,1997,Seattle SuperSonics
Eric Snow,846300,1998-99,1999,1998,Philadelphia 76ers
Eric Snow,3000000,1999-00,2000,1999,Philadelphia 76ers
Eric Snow,3380000,2000-01,2001,2000,Philadelphia 76ers
Eric Snow,3750000,2001-02,2002,2001,Philadelphia 76ers
Eric Snow,4125000,2002-03,2003,2002,Philadelphia 76ers
Eric Snow,4500000,2003-04,2004,2003,Philadelphia 76ers
Eric Snow,4875000,2004-05,2005,2004,Cleveland Cavaliers
Eric Snow,5484375,2005-06,2006,2005,Cleveland Cavaliers
Eric Snow,6093750,2006-07,2007,2006,Cleveland Cavaliers
Eric Snow,6703125,2007-08,2008,2007,Cleveland Cavaliers
Eric Snow,7312500,2008-09,2009,2008,Cleveland Cavaliers
Kirk Snyder,1336920,2004-05,2005,2004,Utah Jazz
Kirk Snyder,1437240,2005-06,2006,2005,New Orleans/Oklahoma City Hornets
Kirk Snyder,1537440,2006-07,2007,2006,Houston Rockets
Kirk Snyder,2358433,2007-08,2008,2007,Minnesota Timberwolves
Ricky Sobers,277000,1984-85,1985,1984,Seattle SuperSonics
Ricky Sobers,425000,1985-86,1986,1985,Seattle SuperSonics
Will Solomon,332817,2001-02,2002,2001,Memphis Grizzlies
Will Solomon,711517,2008-09,2009,2008,Sacramento Kings
Darius Songaila,366931,2003-04,2004,2003,Sacramento Kings
Darius Songaila,1600000,2004-05,2005,2004,Sacramento Kings
Darius Songaila,2200000,2005-06,2006,2005,Chicago Bulls
Darius Songaila,3650000,2006-07,2007,2006,Washington Wizards
Darius Songaila,3942000,2007-08,2008,2007,Washington Wizards
Darius Songaila,4235000,2008-09,2009,2008,Washington Wizards
Darius Songaila,4526000,2009-10,2010,2009,New Orleans Hornets
Darius Songaila,4818000,2010-11,2011,2010,Philadelphia 76ers
Pape Sow,385277,2004-05,2005,2004,Toronto Raptors
Pape Sow,641748,2005-06,2006,2005,Toronto Raptors
Pape Sow,744551,2006-07,2007,2006,Toronto Raptors
Vassilis Spanoulis,1800000,2006-07,2007,2006,Houston Rockets
Vassilis Spanoulis,1944000,2007-08,2008,2007,San Antonio Spurs
Rory Sparrow,500000,1984-85,1985,1984,New York Knicks
Rory Sparrow,500000,1985-86,1986,1985,New York Knicks
Rory Sparrow,500000,1986-87,1987,1986,New York Knicks
Rory Sparrow,325000,1987-88,1988,1987,Chicago Bulls
Rory Sparrow,275000,1988-89,1989,1988,Miami Heat
Rory Sparrow,300000,1990-91,1991,1990,Sacramento Kings
Rory Sparrow,126000,1991-92,1992,1991,Chicago Bulls
Rory Sparrow,140000,1992-93,1993,1992,Los Angeles Lakers
Marreese Speights,1542600,2008-09,2009,2008,Philadelphia 76ers
Marreese Speights,1658280,2009-10,2010,2009,Philadelphia 76ers
Marreese Speights,1773960,2010-11,2011,2010,Philadelphia 76ers
Marreese Speights,2721255,2011-12,2012,2011,Memphis Grizzlies
Marreese Speights,4200000,2012-13,2013,2012,Cleveland Cavaliers
Marreese Speights,3500000,2013-14,2014,2013,Golden State Warriors
Marreese Speights,3657500,2014-15,2015,2014,Golden State Warriors
Marreese Speights,3815000,2015-16,2016,2015,Golden State Warriors
Marreese Speights,1403611,2016-17,2017,2016,Los Angeles Clippers
Marreese Speights,1471382,2017-18,2018,2017,Orlando Magic
Andre Spencer,250000,1993-94,1994,1993,Golden State Warriors
Elmore Spencer,438000,1992-93,1993,1992,Los Angeles Clippers
Elmore Spencer,569000,1993-94,1994,1993,Los Angeles Clippers
Elmore Spencer,700000,1994-95,1995,1994,Los Angeles Clippers
Elmore Spencer,2050000,1997-98,1998,1997,Denver Nuggets
Felton Spencer,1070000,1990-91,1991,1990,Minnesota Timberwolves
Felton Spencer,1340000,1991-92,1992,1991,Minnesota Timberwolves
Felton Spencer,1610000,1992-93,1993,1992,Minnesota Timberwolves
Felton Spencer,1581000,1993-94,1994,1993,Utah Jazz
Felton Spencer,1881250,1994-95,1995,1994,Utah Jazz
Felton Spencer,2181000,1995-96,1996,1995,Utah Jazz
Felton Spencer,2694000,1996-97,1997,1996,Golden State Warriors
Felton Spencer,2178099,1997-98,1998,1997,Golden State Warriors
Felton Spencer,1650000,1998-99,1999,1998,Golden State Warriors
Felton Spencer,510000,1999-00,2000,1999,San Antonio Spurs
Felton Spencer,1000000,2000-01,2001,2000,New York Knicks
Felton Spencer,1000000,2001-02,2002,2001,New York Knicks
Tiago Splitter,3400000,2010-11,2011,2010,San Antonio Spurs
Tiago Splitter,3672000,2011-12,2012,2011,San Antonio Spurs
Tiago Splitter,3944000,2012-13,2013,2012,San Antonio Spurs
Tiago Splitter,10000000,2013-14,2014,2013,San Antonio Spurs
Tiago Splitter,9250000,2014-15,2015,2014,San Antonio Spurs
Tiago Splitter,8500000,2015-16,2016,2015,Atlanta Hawks
Tiago Splitter,8550000,2016-17,2017,2016,Philadelphia 76ers
Latrell Sprewell,550000,1992-93,1993,1992,Golden State Warriors
Latrell Sprewell,700000,1993-94,1994,1993,Golden State Warriors
Latrell Sprewell,890000,1994-95,1995,1994,Golden State Warriors
Latrell Sprewell,975000,1995-96,1996,1995,Golden State Warriors
Latrell Sprewell,7000000,1996-97,1997,1996,Golden State Warriors
Latrell Sprewell,7770000,1997-98,1998,1997,Golden State Warriors
Latrell Sprewell,8300000,1998-99,1999,1998,New York Knicks
Latrell Sprewell,9000000,1999-00,2000,1999,New York Knicks
Latrell Sprewell,10125000,2000-01,2001,2000,New York Knicks
Latrell Sprewell,11250000,2001-02,2002,2001,New York Knicks
Latrell Sprewell,12375000,2002-03,2003,2002,New York Knicks
Latrell Sprewell,13500000,2003-04,2004,2003,Minnesota Timberwolves
Latrell Sprewell,14625000,2004-05,2005,2004,Minnesota Timberwolves
Larry Spriggs,90000,1984-85,1985,1984,Los Angeles Lakers
Larry Spriggs,135000,1985-86,1986,1985,Los Angeles Lakers
Ryan Stack,287500,1998-99,1999,1998,Cleveland Cavaliers
Ryan Stack,385000,1999-00,2000,1999,Cleveland Cavaliers
Jerry Stackhouse,1987000,1995-96,1996,1995,Philadelphia 76ers
Jerry Stackhouse,2286000,1996-97,1997,1996,Philadelphia 76ers
Jerry Stackhouse,2583360,1997-98,1998,1997,Philadelphia 76ers
Jerry Stackhouse,3887000,1998-99,1999,1998,Detroit Pistons
Jerry Stackhouse,4781250,1999-00,2000,1999,Detroit Pistons
Jerry Stackhouse,5310000,2000-01,2001,2000,Detroit Pistons
Jerry Stackhouse,5843750,2001-02,2002,2001,Detroit Pistons
Jerry Stackhouse,6375000,2002-03,2003,2002,Washington Wizards
Jerry Stackhouse,6906250,2003-04,2004,2003,Washington Wizards
Jerry Stackhouse,7437500,2004-05,2005,2004,Dallas Mavericks
Jerry Stackhouse,8367187,2005-06,2006,2005,Dallas Mavericks
Jerry Stackhouse,9296874,2006-07,2007,2006,Dallas Mavericks
Jerry Stackhouse,6750000,2007-08,2008,2007,Dallas Mavericks
Jerry Stackhouse,7000000,2008-09,2009,2008,Dallas Mavericks
Jerry Stackhouse,2000000,2009-10,2010,2009,Memphis Grizzlies
Jerry Stackhouse,668598,2009-10,2010,2009,Milwaukee Bucks
Jerry Stackhouse,222712,2010-11,2011,2010,Miami Heat
Jerry Stackhouse,1352181,2011-12,2012,2011,Atlanta Hawks
Jerry Stackhouse,1352181,2012-13,2013,2012,Brooklyn Nets
Terence Stansbury,160000,1985-86,1986,1985,Indiana Pacers
John Starks,100000,1988-89,1989,1988,Golden State Warriors
John Starks,120000,1990-91,1991,1990,New York Knicks
John Starks,400000,1991-92,1992,1991,New York Knicks
John Starks,600000,1992-93,1993,1992,New York Knicks
John Starks,1112000,1993-94,1994,1993,New York Knicks
John Starks,1362500,1994-95,1995,1994,New York Knicks
John Starks,1613000,1995-96,1996,1995,New York Knicks
John Starks,1913000,1996-97,1997,1996,New York Knicks
John Starks,5112500,1997-98,1998,1997,New York Knicks
John Starks,4000000,1998-99,1999,1998,Golden State Warriors
John Starks,4000000,1999-00,2000,1999,Chicago Bulls
John Starks,2250000,2000-01,2001,2000,Utah Jazz
John Starks,2475000,2001-02,2002,2001,Utah Jazz
Nik Stauskas,2745840,2014-15,2015,2014,Sacramento Kings
Nik Stauskas,2869440,2015-16,2016,2015,Philadelphia 76ers
Nik Stauskas,2993040,2016-17,2017,2016,Philadelphia 76ers
Nik Stauskas,3807147,2017-18,2018,2017,Brooklyn Nets
Vladimir Stepania,543000,1998-99,1999,1998,Seattle SuperSonics
Vladimir Stepania,700320,1999-00,2000,1999,Seattle SuperSonics
